id,aclength,intplan,dataplan,datagb,ommin,omcall,otmin,otcall,ngmin,ngcall,imin,icall,cuscall,churn
445-7039,115,1,0,0,215.8,69,252.9,110,24.2,11,16.6,6,1,0
413-9077,167,0,0,0,267.3,78,191.7,89,4.8,12,18.7,8,3,0
355-4125,73,0,0,0,196.1,78,226.6,88,19.4,12,7.7,2,1,0
426-3496,64,0,1,1.5G,158.5,70,151.9,110,49.7,16,9.7,2,2,0
388-6813,113,0,1,1G,279.5,91,259.3,87,6.5,14,0.3,1,2,0
401-9369,94,0,0,0,243.4,105,238.8,124,15.4,4,2.6,3,0,0
443-5201,118,1,1,500M,206.1,42,195,94,3.2,5,23.7,6,0,1
369-9193,155,0,0,0,246.4,85,189.1,65,7.2,3,12.9,4,0,0
404-5722,72,0,0,0,94.2,31,159.3,94,8.7,8,9.7,2,0,0
378-2973,47,0,0,0,201.7,81,146,74,5.6,4,1,1,5,0
371-8911,81,0,0,0,211.4,69,194.1,95,8.7,9,11.5,2,1,0
373-1814,114,1,0,0,210.5,85,144.8,100,19.9,15,16.4,6,4,0
390-9837,106,0,0,0,256,78,156.7,68,8.3,2,14.8,4,2,0
447-7596,104,0,0,0,209.3,79,208.4,92,38.1,12,18.1,3,1,0
423-2976,115,0,0,0,223.7,90,209.8,75,13.4,13,16.7,4,1,0
406-1606,120,0,1,500M,183.7,40,202,131,17.2,9,7.2,3,2,0
357-7136,26,0,1,500M,204.9,60,155.2,70,22.8,6,0,0,1,0
447-4537,81,0,0,0,160.9,51,210.6,81,26.8,17,16.6,4,3,0
403-9951,85,0,1,1G,100.3,8,168.2,86,16.1,12,0,0,3,0
405-8589,113,0,1,500M,147.8,85,168.1,103,21,8,11.2,2,3,0
352-8237,64,0,0,0,170.5,87,170.3,85,39.6,14,20.8,8,1,1
441-9184,68,0,0,0,254,72,278.3,125,10.5,6,15.7,4,2,1
425-6604,49,0,0,0,304,108,287,126,3,5,7.3,3,0,1
447-5549,61,1,0,0,193.1,89,157.9,117,27.1,8,4.9,4,0,0
448-9630,155,0,0,0,165.4,84,128.6,94,53.3,12,16,6,0,0
352-5324,116,0,0,0,128.1,50,253.5,117,11.7,9,10,2,1,0
361-7738,118,1,0,0,165.6,40,261.7,91,13.1,2,15.2,5,2,1
365-9576,125,0,1,1.5G,142.3,66,141.3,74,31.2,10,15.6,5,5,1
370-3146,124,0,0,0,201.9,110,237.2,118,14.8,12,11.6,4,3,0
368-7784,150,0,1,500M,210.6,72,182.5,93,15.5,11,0,0,0,0
431-2682,60,0,0,0,61.2,43,146.4,119,21.2,7,9,4,0,0
419-4739,100,0,0,0,113.9,71,162.4,99,32.6,9,0,0,2,0
433-5855,177,0,0,0,210.6,76,204.2,116,13,14,0,0,0,0
380-3681,61,0,1,1G,211,51,197.5,120,22.1,10,1.3,1,2,0
354-4420,148,0,1,1.5G,98.9,48,164.7,87,8.6,11,24.4,5,2,0
365-5865,70,0,1,1.5G,85.4,63,170,92,17.3,6,0,0,1,0
396-4830,80,0,1,1.5G,243,67,221.4,65,31,4,9.8,1,2,0
397-6767,75,0,1,1.5G,96.8,33,203.1,83,7.1,4,15.3,2,0,0
432-7204,113,0,0,0,153.1,74,204.3,118,10.5,13,14.2,4,2,0
400-3529,119,0,0,0,114,57,196.6,85,31.7,16,15.4,3,0,0
385-1074,105,0,0,0,214.4,77,195.2,100,12.2,16,9.2,4,2,0
376-2961,82,0,1,1G,171.1,51,250.4,94,11.8,2,5.5,2,2,0
437-5086,129,0,0,0,230.3,88,197.2,106,14.9,9,0,0,2,0
396-8206,84,0,1,1.5G,193.8,84,129.9,65,35.4,17,11.2,2,2,0
411-6208,53,0,0,0,53.1,41,131.5,71,28.9,3,5.5,2,1,0
351-6499,151,0,1,500M,138.8,84,254.8,140,15.7,4,15.9,3,2,1
386-3350,18,0,0,0,177.1,64,156.8,83,21.3,4,11.3,4,5,0
434-6357,143,1,0,0,213.6,98,287.2,88,15.3,11,21.2,7,1,0
387-5490,79,1,0,0,241.2,85,229.4,95,3.3,13,14.9,4,1,0
420-7003,127,0,0,0,222.1,72,208.9,84,1.9,8,0,0,1,0
372-4279,50,0,1,1.5G,112.3,54,177.8,64,8.3,5,12.5,4,2,0
447-3695,196,0,0,0,247.3,86,212.7,94,11.9,6,1.8,2,4,0
448-5916,135,0,1,250M,214.3,73,85.2,45,12.4,3,16.2,5,3,0
362-8433,86,0,0,0,264.1,90,245.5,90,8.1,5,7,3,1,0
392-2303,176,0,1,1G,185.1,76,170.2,83,18.6,8,6.3,1,2,0
433-3913,160,0,0,0,98.2,56,193.8,106,15.2,12,0,0,2,0
407-5449,87,0,0,0,87.9,57,152.6,60,74.3,22,10.4,2,3,0
438-6072,131,0,0,0,101.5,75,141.5,73,21,3,0,0,1,0
440-5511,165,0,0,0,201.6,87,174.1,97,35.2,8,6,2,6,1
414-7629,173,0,1,1G,176.2,70,155.6,103,10.5,4,0,0,1,0
370-9022,46,0,0,0,149.7,43,157.1,110,3,6,9.1,2,2,0
388-7391,81,1,1,500M,127.9,69,222.2,123,3.1,8,15.8,6,2,0
432-7390,84,0,1,1G,152.3,75,85.6,76,19.7,7,2.5,1,1,0
360-4047,112,0,0,0,53.7,54,183,84,32.4,12,6.8,2,3,0
420-3614,163,0,1,1G,164.9,107,125.8,98,14.1,12,20.5,5,0,0
420-5680,96,0,0,0,248.2,109,211.8,112,7.1,2,12.5,3,1,0
381-1171,122,0,0,0,166.5,64,180.9,85,12.7,6,15.1,1,0,0
353-2074,96,0,1,1.5G,14.7,50,99.3,59,34.6,15,5.8,2,0,0
372-5806,122,1,0,0,131.6,53,224.5,115,15.8,9,16,4,3,1
385-7519,120,0,0,0,29.6,64,98.4,71,15.5,5,10.5,2,1,0
363-6973,156,0,1,500M,110.9,59,195.4,91,22.3,10,3.4,1,2,0
361-7265,44,0,1,1G,239.5,103,216.3,97,56,17,3.5,1,0,0
430-2015,106,0,0,0,188.9,71,212.7,84,11.6,8,13.5,4,1,0
362-2483,112,0,0,0,177,66,183,95,11.1,9,11,3,0,1
439-6583,85,1,1,500M,202.8,84,265,102,4.9,2,31.3,13,2,1
360-7127,129,0,0,0,273.2,87,169.8,95,4.5,12,5.7,3,0,0
424-5365,130,0,1,1G,135.3,85,277,117,12.3,4,5.5,1,0,0
447-9381,153,0,1,1G,125.4,47,150,52,32,16,9.2,3,2,0
418-5287,60,0,1,1.5G,240.6,68,199.4,70,23,14,0,0,3,0
401-8372,83,0,0,0,137.9,72,143.9,98,9.8,6,5.5,1,1,0
353-4544,89,0,0,0,102.2,64,172.2,76,25,4,11.4,2,2,0
426-2902,136,0,0,0,223.5,63,200.8,121,23.1,11,5.2,1,0,0
435-8387,124,0,0,0,244.7,76,157.3,90,10.1,2,5.9,3,1,0
403-8345,136,0,1,1.5G,180.2,57,200.6,88,3.1,10,6.8,1,1,0
403-6462,99,0,1,250M,199.8,65,189.9,110,13.2,5,5.1,2,2,0
352-6644,131,0,0,0,149.1,48,219.1,105,34.8,15,10.6,1,0,0
363-3018,98,0,0,0,109.9,72,155.5,104,37.9,9,19.5,7,1,0
430-2569,16,0,1,100M,20.8,24,171.2,130,10.6,1,17.8,4,2,0
442-2847,52,0,0,0,229.1,99,160.7,26,25.4,11,8.3,2,3,0
360-5637,42,0,1,1.5G,206.1,73,308.9,81,13.9,3,11.5,2,0,0
402-5745,87,0,1,500M,209.7,81,216.7,114,31.5,6,9.9,3,4,1
403-4587,67,0,0,0,159.7,71,139.2,86,4.1,8,5.1,2,1,0
379-9251,57,0,0,0,273.4,102,269.5,108,11.3,6,10,1,3,1
363-8995,124,0,0,0,172.5,83,153.3,97,13.1,5,12.5,3,1,0
355-7947,72,0,0,0,134.7,68,220.1,75,23,10,13.6,3,3,1
399-4184,57,0,1,250M,179.9,42,233.9,90,24.6,12,13,3,0,0
395-1324,52,0,0,0,135.6,45,210.4,91,24.8,5,10,4,3,0
443-2035,124,0,0,0,101.1,34,106.8,48,13,7,9.9,1,1,0
422-2861,128,0,0,0,141.2,71,216.6,93,20.8,7,7,2,2,1
450-6020,77,1,0,0,112.9,59,114.6,58,9.3,7,20.6,6,0,0
375-7661,120,0,0,0,139.8,43,258.4,98,26.2,13,7.2,1,2,1
433-9000,119,0,0,0,151.7,81,150.4,74,51.3,16,25.1,7,0,0
433-3555,133,1,0,0,129,57,181.4,60,23.7,1,17.7,6,2,1
445-1101,79,0,0,0,211,73,246.1,133,2.5,7,3.2,1,1,0
362-1583,90,0,1,500M,76,28,179.4,78,23.7,3,15.4,2,2,0
443-6158,96,0,0,0,186.9,104,156.1,66,43.9,13,12,3,1,0
443-2799,99,0,0,0,88.9,66,206,89,76.9,25,0,0,2,0
352-4062,119,0,0,0,150.9,51,153.3,80,24.4,11,12.2,2,0,0
362-7662,99,0,0,0,154,50,155.5,75,17.2,7,15.5,5,1,0
410-8124,99,0,0,0,116.9,74,156.3,84,54.4,12,5.1,2,2,0
362-5361,97,0,0,0,232.9,82,182.7,73,39.7,13,12.7,4,3,0
419-6816,73,0,0,0,121.8,56,151.4,113,6.3,8,9.4,1,2,0
379-9210,62,0,0,0,198.4,94,265.7,117,22.8,12,15.3,3,2,0
439-7211,59,0,0,0,238.5,66,154.5,76,54.9,16,3.7,2,2,0
410-8714,118,0,0,0,166.1,55,245,60,17.1,7,14,4,0,0
393-1822,71,0,0,0,141.8,36,196.8,129,40.2,10,3.9,2,2,0
390-9628,68,0,1,2G,259.4,86,231.3,94,16,8,14.5,1,0,1
374-8271,117,0,0,0,137.7,37,163.5,92,30.8,13,14.5,6,2,0
415-2227,46,0,0,0,157.8,64,150.2,85,4.7,4,9.1,3,1,0
392-8628,101,0,0,0,177.4,70,230.9,99,10.2,10,8.6,3,1,0
421-3382,29,1,0,0,169.5,63,189.3,132,39.5,16,17.2,6,0,0
382-1463,99,0,1,1.5G,164.6,65,222.3,86,13.1,12,3.2,3,2,0
368-8141,112,0,0,0,175.1,90,151.3,44,6.3,12,14.9,2,2,0
431-7119,37,0,0,0,125.3,51,116.3,54,5.2,9,18.3,5,3,1
410-5101,59,0,1,1G,247.1,99,93.9,48,27.1,6,2.1,1,2,0
385-8763,89,0,0,0,191.1,47,195.6,109,28.6,11,16.1,2,1,0
388-6219,117,0,1,250M,197.3,62,287.2,114,12.5,9,9.3,3,3,0
400-9048,93,0,0,0,148.6,77,166.9,104,14.9,4,0.1,1,2,0
396-7655,48,0,0,0,259.7,87,283.1,146,7.3,3,16.7,4,2,0
373-5338,13,0,1,1G,101.4,30,198.8,116,20.5,16,0,0,4,0
430-9551,89,0,0,0,274.6,52,189.3,77,15.9,9,19.5,9,0,1
359-3115,153,0,1,1G,120.3,33,182,95,13.5,13,15.4,5,1,1
354-1796,84,0,0,0,238.3,79,209.9,124,36.7,17,12.2,2,0,0
411-7637,122,0,0,0,218.9,46,212.7,87,12,3,3.4,3,1,1
420-2089,103,0,0,0,194.3,57,178.1,77,0,0,15.6,5,2,0
365-1167,175,0,1,1G,105,57,114.2,117,15.7,11,11,1,1,0
421-9847,103,0,0,0,200.4,78,154,92,26.5,14,4,2,2,0
436-4545,106,1,0,0,157.1,60,163.5,120,47.4,17,14.8,4,2,1
446-9775,95,0,0,0,236.6,80,223.5,71,27.3,9,10.8,2,1,0
383-2612,88,0,0,0,188.6,77,206.1,119,18.5,8,9.6,1,2,0
438-9053,68,0,1,250M,171,106,178,117,8,3,13.7,1,1,0
374-7615,65,0,0,0,150.5,54,197.1,96,11.6,6,20.8,5,0,0
387-9011,41,0,0,0,273.2,78,238.6,114,13.1,8,13.6,4,0,0
401-6139,171,1,0,0,158.1,103,263.4,106,114.2,30,23.3,6,1,1
448-4976,116,0,0,0,105,79,225.7,86,10.1,5,5,1,2,0
434-7152,40,1,0,0,124.5,74,212.7,85,36.2,12,13.1,7,1,1
371-7193,121,0,0,0,192.7,110,178.6,103,13.1,7,3.8,2,3,0
448-7567,84,0,0,0,139.1,64,213.5,102,26.3,12,13.1,1,5,0
398-9946,64,0,1,1.5G,254.7,94,168.8,81,5.2,14,6.1,2,0,0
447-3942,91,0,0,0,198.5,54,144.1,72,42.6,7,18.9,6,1,0
409-9750,120,0,0,0,245.5,111,169.2,73,29.3,16,10.8,1,4,0
427-3469,105,0,0,0,170.8,64,210,130,11.4,11,4.1,2,1,0
433-5534,122,0,0,0,242.8,82,181.4,80,14.7,10,8,2,2,0
375-2642,35,0,0,0,83.8,50,171.1,70,12.4,8,9.3,3,3,0
380-4996,99,0,0,0,203,60,228.7,120,30.5,9,10.4,3,1,0
421-3535,30,0,0,0,166.7,78,234.4,85,7.8,3,0,0,2,0
405-7129,107,0,0,0,146.5,61,140.8,92,27.4,15,10.6,4,1,0
448-3746,17,0,0,0,146.7,53,247.2,83,13.2,9,0,0,1,0
443-4832,108,0,0,0,196.4,88,243,121,41.2,14,7.5,1,3,0
450-8951,87,0,1,1G,229.8,99,227.6,95,40.6,13,0,0,0,0
373-7343,177,0,0,0,227.6,73,275.2,113,63.4,24,0,0,2,1
398-7999,105,0,1,250M,190.7,51,201.8,110,27.2,16,15.9,5,3,0
408-8218,105,0,0,0,171.9,74,247.1,109,7.5,10,8.5,1,0,0
402-2762,177,0,0,0,135.7,31,197.9,69,4.5,6,11.2,1,1,0
389-7274,192,0,0,0,108.7,69,162.5,69,9.8,11,17,2,1,0
430-9188,125,0,1,500M,246.4,107,165.1,95,17.1,11,10.1,3,0,0
374-8984,71,0,1,1.5G,214.1,100,209.8,75,16.8,12,19.2,5,3,1
386-3804,64,0,0,0,208.2,85,198.3,55,16.7,10,0,0,1,0
428-1118,98,0,1,1G,111.6,62,147.6,77,10.6,10,7.2,1,3,0
402-2129,30,1,0,0,199.6,77,103.6,79,23.7,12,12,4,1,0
397-3311,156,0,0,0,151.3,59,153.7,100,4.4,16,4.5,1,1,0
372-9960,115,1,1,2G,138.5,39,191.4,100,14.1,3,13.7,5,1,0
352-8230,121,0,1,1G,138.7,50,191.1,88,28.2,5,11,1,1,0
357-4443,158,0,0,0,196.1,49,132.4,66,3.6,5,10.7,2,2,1
357-6780,82,0,1,250M,145.8,82,163.1,75,5,10,9,4,1,0
359-3169,33,0,1,100M,243.8,93,217.7,96,13.5,17,11.8,2,2,0
409-6944,103,0,0,0,55.3,35,183.6,95,6.8,9,0,0,2,0
371-3255,101,0,1,1.5G,182.2,83,245.1,117,27,7,15.9,4,4,0
408-2057,111,0,1,250M,237.4,104,121,60,31.1,16,1.9,1,1,0
389-1411,79,0,1,1G,273.2,44,219.4,60,18.9,8,2.9,2,2,0
403-4117,127,0,1,100M,238.4,84,194,96,7.7,5,0,0,2,0
371-7483,49,0,1,500M,160.6,84,188.9,134,22.8,13,14.7,5,2,0
414-8397,102,0,0,0,179.7,58,262.5,134,44.2,9,20.7,4,1,0
351-4529,85,0,1,250M,170.2,56,213.6,109,8.9,5,11.9,3,0,0
399-6703,158,0,0,0,149,40,175.5,89,11.2,14,16,7,0,0
434-3559,97,0,0,0,94.7,72,202.6,106,13,11,0,0,1,0
401-9494,88,0,0,0,143.4,81,240.5,98,23.3,14,10.3,4,2,0
350-5045,61,0,0,0,247.7,73,226.8,101,13.6,9,12.2,2,2,0
384-5457,97,0,0,0,117.1,73,179.5,133,7.5,8,10.7,3,3,0
391-8147,6,0,0,0,226.2,80,201.4,98,44.8,13,7,2,3,0
439-3503,158,0,0,0,180.9,82,202.3,53,11.4,11,7.7,5,1,0
426-9714,126,0,1,250M,263.3,107,222.7,68,33.5,12,7.8,2,1,0
375-9319,112,0,0,0,257.7,69,224,87,3,3,4.9,4,0,1
397-1738,111,0,0,0,247.4,81,231.9,97,30.2,11,9,2,1,0
410-3005,76,0,0,0,322,87,279.6,115,47.5,19,7.7,2,1,0
435-5870,103,0,0,0,202.3,73,178.8,113,30.5,9,12.3,2,1,0
393-1853,126,0,0,0,121,44,211.9,71,28.4,12,7.8,2,0,0
440-4889,138,0,0,0,188.7,67,206.8,110,22.8,9,16,6,1,1
435-6508,65,0,1,500M,229.3,78,182.3,90,46.9,14,2.2,1,1,0
403-2838,105,0,1,1.5G,150,68,199,76,11.8,13,9.5,1,2,0
375-5664,82,0,1,1G,84.5,31,153,82,11.3,4,9.2,3,2,0
441-4948,137,0,1,1.5G,274.5,112,214.2,121,2.2,5,13.4,5,1,1
404-7561,143,1,0,0,263.1,90,232,113,16.6,4,26.5,8,0,0
440-5381,116,0,0,0,109.6,65,233.5,75,4.2,6,10.8,4,3,0
427-2849,77,1,0,0,200.4,77,279.1,98,10.2,9,19.1,9,1,0
420-8500,110,0,0,0,208.4,80,221,121,31.7,14,6.4,1,1,0
360-5435,17,0,0,0,237.4,98,204.5,111,8.3,5,13.3,1,1,0
376-6291,26,0,1,1.5G,247.3,82,268.8,118,22.3,17,12.7,4,3,0
423-9229,119,0,1,2G,166.4,76,149.9,83,25.6,1,9,1,2,0
420-3212,10,0,0,0,167.9,64,207,100,15.8,11,11.7,2,5,1
400-1337,121,0,1,1G,225.7,65,193.3,91,18.3,4,0,0,3,0
429-2836,117,0,0,0,206.6,59,194.8,79,7.4,4,13.4,1,2,0
371-5223,23,1,1,250M,266,91,262.1,71,22.5,7,30.5,11,1,1
441-5006,103,0,0,0,190.7,64,273.3,88,12,9,11.1,4,3,0
429-1082,134,0,0,0,233.5,68,227.6,103,79.3,23,22.9,4,0,1
350-5763,144,1,0,0,198,83,182.6,89,18.4,13,14.1,6,1,1
378-2009,95,0,1,1.5G,193,69,161.5,84,15,2,7.1,1,0,0
353-1456,141,0,1,1.5G,146.9,56,249.7,108,10,13,11.6,1,0,0
393-8447,98,0,1,250M,259.4,93,289.2,123,38,13,6.8,1,2,0
448-3853,149,0,1,1.5G,179.6,73,147,70,16.4,14,0,0,2,0
376-7447,119,1,1,1G,138.6,64,190.5,46,57.2,17,12.3,4,0,0
419-2448,97,0,1,1.5G,198,85,236.2,102,37.8,16,7.9,4,2,0
364-4508,125,0,1,500M,207.8,103,175,119,22.9,15,13.6,5,3,1
366-3246,68,0,0,0,159.7,76,166,87,6.1,2,18.9,5,3,0
404-7374,110,0,0,0,237.3,74,154.2,83,20.6,7,17.1,2,2,1
398-2540,86,0,1,1.5G,201.1,54,229.4,88,11.5,6,11,3,0,0
415-2242,112,0,0,0,248.7,93,292.8,98,17.6,9,9.5,5,1,0
406-9062,77,0,1,1.5G,85,56,143.8,78,8.3,13,11.3,2,0,0
386-6370,148,0,1,100M,195.7,73,219.2,130,7.8,7,0,0,1,0
448-7167,111,1,1,100M,150.5,69,209.9,136,4.2,4,11.6,4,2,1
434-2701,68,1,0,0,135.3,73,252.4,117,44.4,9,24.4,11,2,1
439-3617,64,0,0,0,153.1,42,198.5,73,5.5,1,7.7,2,3,0
370-9034,74,0,1,1G,150.6,80,132.8,80,18,6,16.6,4,2,0
351-9257,130,0,1,500M,142.6,49,185.7,90,4.5,3,6.9,1,2,0
396-5948,184,0,0,0,112.5,51,209.2,115,35.2,13,0,0,4,0
350-8670,104,0,1,1.5G,196.8,77,129.5,97,16.9,7,22.2,6,1,0
370-5647,99,0,0,0,97,73,142,72,53,20,7.1,1,0,0
401-8169,44,0,0,0,153.2,64,212.9,96,19.5,11,0,0,1,0
445-9711,143,1,0,0,203.8,110,140.2,99,15.9,10,18.7,6,0,0
415-1911,53,1,0,0,232.1,78,217.9,117,23,16,17.8,4,0,1
423-1017,208,0,0,0,296.7,113,311.5,106,20.8,5,0,0,0,0
431-3836,76,1,0,0,72.3,23,219.5,132,6,11,18,4,0,1
406-7266,121,0,1,1.5G,193.9,65,187.4,79,37.7,9,10,1,0,0
359-1920,87,0,1,1.5G,214.4,71,241.4,111,11.3,4,11.4,3,0,0
400-3896,40,0,0,0,225.2,85,169.9,113,13.5,11,15.5,3,0,0
356-5084,136,0,1,500M,143.8,60,158.3,95,6.6,3,7.2,4,1,0
370-9561,82,1,0,0,168.2,81,113.9,87,25.1,11,31.5,11,0,0
422-1358,100,0,0,0,109.5,61,171.2,71,4.1,4,13.5,2,2,0
421-8856,99,0,1,250M,151.4,35,187.5,72,12.8,7,0,0,3,0
419-6476,118,0,0,0,155.1,40,167,113,64.5,19,0,0,1,0
379-3538,106,1,1,1.5G,231.7,71,275.5,99,13.2,9,20.3,8,1,1
430-2255,134,0,1,1.5G,225.5,71,231.2,86,22.2,13,3.8,2,2,0
407-3972,135,0,0,0,137.3,80,145.1,79,27,9,11.2,2,0,0
405-5051,170,0,1,1.5G,196.5,61,206.2,127,32,16,3.1,1,1,0
423-7273,93,0,0,0,41.3,40,147.4,91,6.2,11,2.1,1,3,0
398-6823,173,0,0,0,114.5,55,205.9,93,0.7,5,6.8,1,2,1
366-6934,192,0,0,0,170.7,60,184.2,71,21.7,15,10.2,2,0,0
367-2306,84,0,1,1.5G,250.5,85,178.6,74,10.4,7,18.4,5,4,0
393-4804,48,0,1,500M,88.5,47,136.4,90,32.9,21,14.6,3,4,0
439-2088,126,0,0,0,175.7,56,204.3,95,18.1,12,0,0,1,0
406-6939,146,0,0,0,128.4,70,211.1,93,17.4,12,9.3,4,0,0
357-6689,48,0,0,0,141.7,64,129,59,9.3,6,4.6,1,3,0
400-5546,108,0,1,1.5G,230.5,70,180.3,102,15.8,5,16.7,4,2,0
407-8414,79,1,0,0,163.1,68,197.8,65,33.3,19,23.6,7,3,0
423-4863,119,0,1,500M,198.7,76,166.5,75,6.1,7,18.4,7,3,0
361-5888,27,1,1,1.5G,126,98,154,83,1.8,4,11.6,7,1,0
429-9133,60,0,0,0,117.3,56,211,99,50.8,22,10.6,2,4,0
367-5963,60,0,0,0,228.5,91,284.4,102,5.7,6,2.6,2,2,0
378-5170,108,0,0,0,201.5,54,277.1,112,13.5,2,6,2,0,0
419-8266,149,0,0,0,121.4,55,199.9,97,21.6,11,0.9,2,3,0
425-6436,101,0,0,0,142.2,68,220.8,116,13.5,8,4.4,1,0,0
370-1716,157,0,0,0,176.7,100,171.7,95,63.3,21,17.1,6,4,0
429-1180,130,0,0,0,171.8,75,232.1,71,22.7,6,6.7,3,1,0
393-3916,130,1,1,2G,118.3,61,254.7,125,8.9,3,22.7,6,1,1
432-1516,114,0,0,0,221.1,53,125.1,71,11.5,10,18.4,3,2,1
448-5800,129,0,0,0,91,37,201.2,106,36.9,11,0,0,1,0
383-6758,91,0,1,1.5G,165.1,60,195.7,113,19.4,7,19,4,2,0
427-3035,98,1,0,0,67.3,61,214.4,87,15.7,2,15,5,2,0
386-8959,86,1,1,100M,144.1,50,180.2,89,3.6,14,12,4,3,1
441-6622,110,0,0,0,220,70,295.2,143,22.2,4,9.6,2,2,0
391-2668,86,1,1,500M,310.2,87,288.9,133,28.5,12,25,9,2,1
369-5728,94,0,0,0,110.1,70,167.2,78,2.5,4,11.2,3,0,0
440-7299,99,0,0,0,180.1,54,211,103,38.9,13,10.4,1,4,0
446-2064,155,0,0,0,245.8,88,230.9,92,18.4,10,4.2,1,1,0
428-8093,81,0,0,0,232.7,65,216.6,118,15.6,12,21.1,9,0,1
357-1579,103,0,0,0,234.7,66,243.3,93,28.8,7,19,6,0,0
430-3186,143,0,0,0,165.3,59,243.3,104,7.2,10,8.7,3,1,0
408-7734,181,1,0,0,156.2,69,217.3,119,23.1,13,27.7,8,1,1
444-1014,99,0,0,0,279.8,85,250.2,100,29.5,6,2.9,2,2,0
372-5926,147,0,0,0,232.9,108,302.3,90,18.2,14,6.8,1,1,1
374-4744,167,0,0,0,194.3,74,158.8,100,4.7,2,19.3,5,0,0
365-2657,85,0,0,0,176.9,76,121.5,98,11.1,6,11.3,3,0,0
420-4683,151,0,0,0,175.2,89,191.3,105,24.1,7,12.7,4,0,0
355-9326,122,0,1,1G,111.9,68,158.5,100,10.7,1,12.5,2,5,1
412-5346,127,0,0,0,147.4,63,208.4,115,5.2,11,10.3,4,2,0
417-7261,33,0,1,1.5G,153.8,49,171.8,95,5.3,1,14.8,5,2,0
404-7410,153,0,0,0,189.4,61,199,95,31.5,16,22.4,8,1,1
359-9918,100,0,0,0,119.9,92,107.4,96,9.5,8,9,2,5,1
441-8115,102,0,0,0,125.9,59,144.5,73,40.8,12,16.4,2,7,0
390-2343,74,0,1,500M,162.3,66,190.5,87,10.1,19,15.7,4,0,0
419-3912,104,0,0,0,237.5,117,139.7,71,55,14,0,0,1,0
390-1476,170,0,0,0,126,59,241.7,110,2.4,1,16.9,2,3,0
440-1275,102,0,0,0,208.1,77,252.8,156,27.2,9,5.4,3,5,0
418-1433,93,0,0,0,152.9,70,165.4,86,25.6,12,7.7,2,2,0
390-1173,112,0,0,0,162.4,43,130.5,69,56.5,18,16.8,3,0,0
369-7082,137,0,1,1.5G,194,74,136.6,96,22.7,6,7.7,2,3,0
398-4091,133,1,0,0,184.9,70,128.9,71,14.9,2,11.2,6,1,0
414-4931,82,0,0,0,160.9,48,228.3,103,4.9,3,6.2,1,4,0
439-2112,127,0,1,500M,166,75,103,42,7.2,2,13.8,3,1,0
392-1505,119,0,1,1G,225.3,84,218.7,68,23,5,0,0,0,0
354-7612,73,0,0,0,184.6,74,189.7,110,57.6,17,12.5,3,2,0
387-1609,71,0,0,0,189.3,104,262.7,107,10.1,4,0.9,2,3,0
359-5376,60,0,0,0,147.4,68,172.2,84,22.4,2,15.1,3,1,0
375-7046,147,0,0,0,189.4,102,108.5,40,17.6,7,0,0,1,0
388-8924,144,0,0,0,193.8,70,155.7,117,18.9,9,11.4,4,2,0
390-3599,110,0,0,0,181,55,243.7,99,2.6,1,7.5,3,1,0
400-7845,46,0,1,250M,222.5,75,166.7,74,19.5,7,8.2,3,2,0
365-8578,92,0,0,0,76.8,48,194.2,100,44.8,18,4.7,1,1,0
410-3993,72,0,1,1.5G,149.1,60,117,97,31.3,4,9,2,1,0
367-7984,119,0,1,1G,198.5,64,185,107,24.4,12,10,3,0,0
396-4695,34,0,1,1G,226.3,50,234.3,126,4.3,5,0,0,0,0
405-8085,103,0,0,0,107.2,69,178,136,13,4,12.7,6,2,0
431-3228,61,0,0,0,82.2,19,207.8,100,26,10,14.4,2,2,0
433-4199,121,0,1,1G,261.8,84,146.5,76,9.5,8,14.1,3,1,1
370-1517,182,0,0,0,263.4,64,249,97,24.4,18,8.5,2,2,1
392-1897,80,0,0,0,167.8,93,261.5,103,36.6,14,5,1,2,1
406-3015,182,1,1,500M,277.9,91,165.7,87,16.6,12,18.6,9,2,1
432-2258,81,0,1,1.5G,227.7,59,203.8,118,21.6,7,9.9,3,1,0
415-5482,48,0,0,0,113,46,154.1,70,45.7,16,13.1,5,0,0
418-9541,62,0,0,0,146,65,180,89,3.5,10,16.3,4,1,0
426-5951,53,0,0,0,170.2,54,127.4,110,28.4,7,14.2,3,2,0
385-7714,33,0,0,0,258.6,69,221.3,107,3.5,3,10.6,3,1,0
416-7214,112,0,0,0,156.3,44,173,80,30.1,7,0,0,1,0
358-9340,178,0,0,0,265.5,56,121.4,109,13.4,1,9.7,4,1,0
412-3992,115,0,1,2G,317.2,109,165.2,113,25.7,8,1,2,1,1
409-6589,59,0,1,500M,252.7,74,229.6,80,18.6,7,6.3,2,3,0
356-1625,22,0,1,1G,191.5,71,206.2,89,3.2,1,3.4,2,1,0
401-3608,113,0,0,0,179.9,66,252.5,83,18.8,11,13.8,5,0,0
407-8265,76,0,1,100M,72.3,48,64.1,46,12.3,13,1.4,1,4,0
404-9731,173,0,1,2G,152.1,61,175.7,60,31.1,12,18.8,4,1,0
402-2083,108,0,0,0,135.6,55,193.7,76,15.8,1,11.5,1,1,0
369-5415,81,0,0,0,281.3,106,156.2,91,27.7,8,11,1,2,1
394-3323,63,0,0,0,133.8,81,78,68,7.2,8,11.4,1,2,0
353-1011,133,0,1,1G,139.8,88,232.3,101,30.8,12,10,3,3,0
